serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217026402,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,32.5,Divorced,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,58,1.052369952,1.05237,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217029702,2,6,5,2,0,4,6,0,1,1,0,1,0,0,2,0,0,0,1,0,Female,50-54 years    (52.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,51,1.032739997,1.03274,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021700,,,,,,,,1,1,,,,,1,,,1,,1,,Female,75 and over    (77.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,90,0.870980024,0.87098,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028547,2,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,2,2,2,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,17.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house detached from any other house,No,South,56,1.065510035,1.06551,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217019234,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,Male,50-54 years    (52.0),"Black, Non-Hispanic",HS grad,13.75,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A one-family house detached from any other house,No,South,54,2.14545989,2.14546,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217015712,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,2,0,3,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,25,0.701709986,0.70171,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003602,1,,1,,,,,,,,,,,,,,,,,,Female,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,52,1.064200044,1.0642,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217037768,4,2,1,2,1,1,,1,2,,,,3,2,,4,2,,3,,Female,55-59 years    (57.0),"Black, Non-Hispanic",Master's degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,55,1.095360041,1.09536,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,37.5,Married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A building with 2 or more apartments,No,MidWest,59,0.97785002,0.97785,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002752,1,1,3,2,0,0,3,0,1,0,0,0,2,0,0,2,0,2,0,0,Female,75 and over    (77.0),"White, Non-Hispanic",Master's degree,137.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,84,0.795080006,0.79508,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006774,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,Male,50-54 years    (52.0),"White, Non-Hispanic",HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,51,0.851109982,0.85111,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217014044,1,2,1,1,1,2,1,3,2,0,1,1,0,0,5,2,0,0,0,0,Female,65-69 years    (67.0),"White, Non-Hispanic",Associate degree,112.5,Married,Someone else's name only,Five,Four,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,65,1.481070042,1.48107,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217015765,5,2,1,2,1,2,4,1,2,1,1,2,0,1,0,5,1,2,2,4,Female,65-69 years    (67.0),"White, Non-Hispanic",Less than HS graduate,11.25,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,65,1.485209942,1.48521,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217008131,4,1,2,1,2,3,3,1,3,0,1,2,0,1,0,6,1,1,2,0,Female,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,137.5,Divorced,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,58,0.875800014,0.8758,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217026685,2,0,1,1,0,1,0,0,1,1,0,0,1,0,0,3,0,0,1,0,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,45,0.582180023,0.58218,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217012535,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,3,0,0,Male,75 and over    (77.0),"White, Non-Hispanic",HS grad,32.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,78,0.854279995,0.85428,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217017769,0,2,1,0,0,1,1,1,0,0,0,2,0,1,5,0,0,0,0,0,Male,65-69 years    (67.0),Hispanic,HS grad,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,69,1.366029978,1.36603,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217020587,1,2,2,2,1,1,1,0,1,2,0,0,0,0,0,1,0,1,3,1,Female,70-74 years    (72.0),"White, Non-Hispanic",Associate degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,74,1.14052999,1.14053,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036747,4,5,3,1,4,2,6,0,1,3,2,2,0,0,0,20,0,0,0,0,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Six,Two,Two,Two,None,None,Four,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,47,0.601480007,0.60148,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217030299,3,1,0,1,1,1,2,2,1,2,1,0,0,0,5,7,25,3,0,0,Male,50-54 years    (52.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,50,0.968360007,0.96836,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217002510,,,,,,1,1,,,,1,1,0,0,0,0,0,0,0,0,Male,55-59 years    (57.0),Hispanic,Less than HS graduate,"$75,000 to $84,999  (80)",Divorced,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - on temporary layoff from a job,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,56,1.736330032,1.73633,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217031597,,,2,,,,5,,2,1,1,2,,,,2,1,2,,1,Male,75 and over    (77.0),"White, Non-Hispanic","Some college, no degree",162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,MidWest,82,0.904730022,0.90473,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217016465,1,3,1,3,2,1,2,1,2,2,2,0,1,1,30,0,1,2,1,0,Male,45-49 years    (47.0),"White, Non-Hispanic",Associate degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,One,Two,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,46,0.993969977,0.99397,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033345,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,Female,60-64 years    (62.0),"White, Non-Hispanic",HS grad,17.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,60,1.20562005,1.20562,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033185,3,2,2,1,1,2,2,3,1,1,2,1,5,1,0,1,2,0,1,0,Female,55-59 years    (57.0),"Other, Non-Hispanic",Associate degree,92.5,Divorced,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,55,1.480839968,1.48084,,,,,, 
217030810,1,1,,,1,,,,1,1,,,0,0,0,0,0,1,0,0,Male,70-74 years    (72.0),"White, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,73,0.757879972,0.75788,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217031123,3,2,3,1,2,2,1,1,2,1,3,2,2,,,,,1,,,Male,60-64 years    (62.0),"White, Non-Hispanic",Associate degree,112.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,62,1.224069953,1.22407,Heterosexual or straight,"I have trained for the Reserves or National Guard, but have never been activated",Yes,Born a U.S. citizen,Not asked, 
217007381,1,2,1,2,0,2,0,1,0,2,1,0,2,3,4,0,1,0,0,0,Female,35-39 years    (37.0),"White, Non-Hispanic",Associate degree,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,37,0.798780024,0.79878,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002959,1,3,0,0,1,0,2,0,1,1,0,1,0,0,0,0,0,1,1,1,Female,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,50,0.582180023,0.58218,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217009816,1,1,1,0,1,1,0,0,0,0,0,1,3,0,0,0,1,0,3,0,Female,75 and over    (77.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,82,1.14052999,1.14053,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
