case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
281,5,0,1,2,0,0,0,0,0,0,2,3,0,1,0,0,1,0,2,0,0,0,1,0,0,0,1,0,1,0,30,3,0,0,0,1,0,1,0,0,1,4,1,0,0,0,0,0,2,2,0,0,0,Male,70-74 years    (72.0),"Black, Non-Hispanic",HS grad,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,72,1.620880008,1.62088,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
282,1,2,0,0,2,0,2,1,3,0,2,0,0,0,0,0,0,0,0,0,2,3,0,3,0,1,2,0,0,0,4,3,16,0,0,1,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Female,22.5,"White, Non-Hispanic",HS grad,"$40,000 to $49,999  (45)",Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,23,0.718010008,0.71801,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
283,1,3,5,1,1,3,4,0,2,0,2,3,4,0,2,0,3,3,4,10,1,0,3,0,0,0,5,0,75,5,10,50,0,0,0,1,2,0,0,0,3,0,4,0,0,0,2,0,0,0,0,0,1,Male,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,NorthEast,56,0.850989997,0.85099,Gay,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
284,7,3,3,4,1,7,8,5,6,3,4,2,3,0,0,3,2,1,2,1,15,20,10,3,15,4,5,5,25,15,15,25,1,0,3,3,2,10,3,5,0,2,20,0,0,0,0,0,0,0,0,0,0,Male,40-44 years    (42.0),"White, Non-Hispanic",Less than HS graduate,13.75,Divorced,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,40,0.980579972,0.98058,Gay,Yes,Refused,Yes,Born a U.S. citizen,Not asked, 
285,3,1,,,,,1,1,,,,,,,,1,,,1,,,,,,,,3,,2,,,,,,,2,,1,,,,,2,0,0,0,0,0,2,1,,,,Female,75 and over    (77.0),"White, Non-Hispanic",Bachelor's degree,"$40,000 to $49,999  (45)",Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,85,0.805850029,0.80585,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
286,1,1,1,2,2,0,3,1,0,1,0,0,,5,0,1,0,0,1,1,0,0,3,20,0,0,3,0,0,4,3,20,0,0,0,3,1,2,0,0,0,1,3,1,0,0,1,1,1,1,0,0,1,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,One,Two,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,46,0.614830017,0.61483,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
287,,,,1,1,1,3,1,,1,,,,,2,2,1,2,3,,4,2,6,20,50,100,5,5,,5,7,10,8,,,,2,5,,2,5,4,3,2,,,1,,,,,,,Male,35-39 years    (37.0),"White, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,37,0.564930022,0.56493,Heterosexual or straight,Yes,I am now on active duty,Yes,Born a U.S. citizen,Not asked, 
288,5,2,3,2,3,2,2,1,2,2,2,1,0,1,0,3,1,1,3,0,0,1,2,5,0,5,3,0,1,1,10,150,175,0,0,1,0,1,0,2,0,2,5,0,0,0,2,0,15,2,1,0,3,Female,70-74 years    (72.0),"White, Non-Hispanic",HS grad,22.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,73,1.755460024,1.75546,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
289,6,1,3,1,1,1,1,1,2,1,2,1,1,4,4,3,,1,2,0,8,3,2,0,20,9,23,2,5,3,10,23,1,1,1,1,1,2,3,1,1,5,7,6,1,0,0,0,1,0,0,1,1,Female,60-64 years    (62.0),"White, Non-Hispanic",Less than HS graduate,11.25,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A mobile home,No,South,61,1.547410011,1.54741,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
290,9,5,5,2,3,4,8,3,3,2,5,2,50,35,50,34,20,20,20,0,12,30,8,2,5,10,20,20,6,20,100,20,100,0,4,2,2,5,6,4,8,8,15,5,2,0,3,0,6,3,1,2,1,Male,65-69 years    (67.0),"White, Non-Hispanic",Professional or Doctorate degree,67.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,67,0.777970016,0.77797,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
291,1,1,1,,,,1,,,,,,,,1,,,1,,1,,,,,2,3,2,,,,,,,,,,1,,,,,3,3,0,0,0,0,0,0,2,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,55,0.989849985,0.98985,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
292,1,0,0,0,1,1,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,75 and over    (77.0),"Black, Non-Hispanic",HS grad,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,79,1.620880008,1.62088,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
293,5,5,2,7,1,7,6,0,8,9,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,Male,30-34 years    (32.0),"Black, Non-Hispanic",HS grad,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Seven,Three,Two,Two,None,None,Four,Yes,Yes,Yes,No,Yes,Yes,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,34,1.337769985,1.33777,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
294,1,4,2,2,1,4,1,2,1,1,1,1,15,2,1,2,1,0,2,0,1,20,2,20,5,0,6,20,2,1,100,10,50,2,1,4,0,2,2,0,0,1,2,1,1,0,1,0,5,0,1,0,0,Female,35-39 years    (37.0),"Black, Non-Hispanic",Professional or Doctorate degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,MidWest,37,0.856230021,0.85623,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
295,,,,,,,,,,,,,1,1,,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,1,1,1,,Female,60-64 years    (62.0),"Black, Non-Hispanic","Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,NorthEast,64,1.927039981,1.92704,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
296,0,0,1,2,1,2,1,1,1,1,0,0,0,2,1,1,0,0,1,2,0,0,0,0,2,1,3,0,1,0,200,0,0,0,1,0,0,0,0,0,0,0,2,2,0,1,1,0,3,0,2,1,1,Female,75 and over    (77.0),"Black, Non-Hispanic",HS grad,37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,MidWest,82,1.625210047,1.62521,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
297,2,6,2,1,,2,3,1,3,2,,2,3,0,5,3,2,3,4,2,10,0,6,2,0,2,5,0,1,5,5,2,2,0,0,0,1,3,0,2,0,3,5,0,0,0,1,0,4,0,0,0,1,Female,55-59 years    (57.0),"White, Non-Hispanic",HS grad,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,55,0.810609996,0.81061,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
298,1,1,0,0,1,1,1,1,1,1,1,0,20,0,0,1,1,1,0,0,0,0,0,3,0,2,4,1,2,2,5,5,1,1,0,0,0,1,0,0,5,1,1,0,0,0,0,0,2,1,0,0,0,Female,65-69 years    (67.0),"White, Non-Hispanic",Professional or Doctorate degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,65,0.855660021,0.85566,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
299,,,1,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,2,3,5,0,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,35-39 years    (37.0),Hispanic,"Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,38,1.357239962,1.35724,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
300,1,2,1,2,1,1,2,1,2,2,1,0,10,1,1,1,0,1,0,0,2,0,1,20,0,1,2,4,1,1,0,10,5,0,0,0,1,2,1,0,3,2,2,0,0,0,1,0,0,1,0,0,0,Male,30-34 years    (32.0),"White, Non-Hispanic",Master's degree,67.5,Married,Someone else's name only,Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,South,32,0.668969989,0.66897,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
301,1,,1,1,2,1,,,,,,2,10,,,1,,,1,,,,2,,,2,5,4,,,,,,2,,,,,,,1,3,3,0,0,0,1,0,1,,,1,1,Female,75 and over    (77.0),"White, Non-Hispanic",Master's degree,162.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,MidWest,84,0.795080006,0.79508,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
302,1,1,1,2,1,1,2,0,1,1,0,0,0,1,5,1,0,1,2,0,0,0,20,2,2,1,10,0,3,6,10,25,0,0,1,1,0,2,0,0,0,2,2,1,0,0,4,0,2,0,0,0,0,Male,40-44 years    (42.0),"White, Non-Hispanic","Some college, no degree",92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,One,One,None,None,Two,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,43,0.87233001,0.87233,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
303,,0,4,2,1,4,1,0,2,3,1,2,0,0,0,0,0,2,2,0,3,0,2,4,4,2,10,2,2,2,3,10,2,0,0,1,0,4,1,0,0,3,3,0,1,0,0,0,0,0,0,1,0,Male,65-69 years    (67.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,66,1.014459968,1.01446,"Other, please specify",Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
304,0,0,1,0,0,1,0,0,1,0,0,0,1,0,3,8,1,1,1,0,2,3,0,3,3,1,1,30,2,0,1,0,0,0,1,0,1,2,0,0,1,1,3,1,1,0,0,0,1,2,0,0,0,Female,65-69 years    (67.0),Hispanic,"Some college, no degree",137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,69,2.01109004,2.01109,Heterosexual or straight,No,I have never served in the military,Yes,Naturalized U.S. citizen,Cuba, 
305,1,1,0,0,1,1,1,0,2,0,0,0,2,0,10,0,0,1,0,0,0,0,0,0,0,5,50,0,2,1,20,0,20,1,0,0,2,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,0,Male,70-74 years    (72.0),"White, Non-Hispanic",HS grad,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,NorthEast,71,0.857640028,0.85764,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
306,2,2,1,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,3,2,0,1,0,0,7,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,65-69 years    (67.0),"2+ Races, Non-Hispanic",HS grad,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,65,0.410640001,0.41064,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
307,1,8,2,5,0,1,2,1,2,1,1,0,1,1,1,2,0,0,5,0,0,0,0,20,0,1,2,0,2,3,300,2,0,0,0,1,0,4,0,0,0,2,2,15,10,0,4,0,0,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Six,Two,One,Three,None,None,Four,Yes,Yes,Yes,No,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,40,0.591139972,0.59114,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
308,2,,,,,,3,1,1,,,3,,2,,,,3,1,,4,4,,,4,2,5,,,2,2,,5,,1,,2,3,5,,2,7,9,1,,,,,2,2,2,5,,Male,60-64 years    (62.0),"White, Non-Hispanic",Less than HS graduate,17.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Owned or being bought by you or someone in your household,A mobile home,No,South,62,1.376360059,1.37636,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
309,3,2,1,1,,,2,,,,,,,,,,,,,,1,,,,,,,1,2,1,,4,,,,,,2,,,,,2,,,,,,2,,,,,Female,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree","$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,West,57,0.79321003,0.79321,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
310,0,1,1,2,1,4,3,1,2,2,2,0,1,0,1,2,1,1,0,0,2,0,1,4,3,1,2,2,1,2,1,2,0,3,0,0,2,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,0,Female,40-44 years    (42.0),Hispanic,Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Four,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,44,1.042350054,1.04235,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
311,4,4,2,2,2,2,4,1,2,1,1,3,20,1,2,25,0,3,1,0,0,0,1,5,1,4,5,25,15,5,20,25,1,5,1,2,1,4,0,2,2,5,2,2,2,0,2,0,4,1,0,2,0,Male,55-59 years    (57.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,South,57,0.836149991,0.83615,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
312,2,1,1,0,0,2,2,0,1,4,0,1,0,0,4,3,1,5,0,0,15,1,5,2,6,5,30,5,2,1,6,2,0,0,0,0,15,4,5,0,2,6,5,2,1,0,2,0,20,10,30,15,10,Male,70-74 years    (72.0),"White, Non-Hispanic",Less than HS graduate,22.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A mobile home,No,NorthEast,73,1.344470024,1.34447,Heterosexual or straight,No,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
313,1,5,1,5,1,3,2,2,2,1,0,0,1,2,2,0,1,1,0,1,0,0,2,5,0,0,1,0,3,2,10,20,0,0,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,35,0.654449999,0.65445,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
314,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,10,0,1,3,10,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,59,0.942229986,0.94223,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
